"catalogNumber","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","infraspecificEpithet","taxonRank","identifiedBy","dateIdentified","collectedBy","recordNumber","eventDate","year","month","day","startDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","informationWithheld","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","georeferenceRemarks","minimumElevationInMeters","verbatimElevation","month_fctr","recordedBy_og","coll_gr","t_num","t_dir","r_num","r_dir"
"SUWS011245","Equisetopsida","Caryophyllales","Caryophyllaceae","Stellaria longifolia",5155,"Muhl. ex Willd.","Stellaria","longifolia","","","","","Thoren","PL-139","1964-07-06",1964,7,6,188,"1964-07-06","","Brookside.",NA,"Douglas","Brule. Brule Hatchery",46.53529,-91.58211,NA,1088,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Thoren","Other Collectors",47,"N",10,"W"
"SUWS011263","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum amphibium",12303,"L.","Polygonum","amphibium","","","","","Grage","PL-20","1964-07-08",1964,7,8,190,"1964-07-08","","Shore of lake.",NA,"Bayfield","Pigeon Lake Field Station, on N shore",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Grage","Other Collectors",45,"N",8,"W"
"SUWS011264","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum amphibium",12303,"L.","Polygonum","amphibium","","","","","Brashier","s.n.","1966-08-01",1966,8,1,213,"1966-08-01","","Sandy moist shore.",NA,"Bayfield","NE shore of Pigeon Lake",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Cornell; Brashier","Brashier",45,"N",8,"W"
"SUWS011265","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum amphibium",12303,"L.","Polygonum","amphibium","","","","","Brashier","s.n.","1966-07-22",1966,7,22,203,"1966-07-22","","Edge of water.",NA,"Bayfield","SE shore Pigeon Lake",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Hjerleid; Brashier","Brashier",45,"N",8,"W"
"SUWS011266","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum amphibium",12303,"L.","Polygonum","amphibium","","","","","Brashier","s.n.","1964-07-01",1964,7,1,183,"1964-07-01","","On the beach.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Parrish; Brashier","Brashier",45,"N",8,"W"
"SUWS011267","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum amphibium",12303,"L.","Polygonum","amphibium","","","","","Brashier","s.n.","1964-07-01",1964,7,1,183,"1964-07-01","","Beach.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Parrish; Brashier","Brashier",45,"N",8,"W"
"SUWS011269","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum amphibium",12303,"L.","Polygonum","amphibium","","","","","Brashier","s.n.","1966-07-21",1966,7,21,202,"1966-07-21","","Growing in middle of lake.",NA,"Bayfield","NE end of Pigeon Lake",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cornell; Brashier","Brashier",45,"N",8,"W"
"SUWS011271","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum amphibium",12303,"L.","Polygonum","amphibium","","","","","Ruff","PL-21","1964-07-15",1964,7,15,197,"1964-07-15","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Ruff","Other Collectors",45,"N",8,"W"
"SUWS011273","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum amphibium",12303,"L.","Polygonum","amphibium","","","","","Romans","229a","1964-07-07",1964,7,7,189,"1964-07-07","","Near water's edge on sandy beach of lake.",NA,"Bayfield","Drummond. Pigeon Lake Biology Field Station, on shore of Pigeon Lake",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Romans","Romans",45,"N",8,"W"
"SUWS011281","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum aviculare subsp. aviculare",19462,"L.","Polygonum","aviculare","aviculare","subsp.","","","C., E. A.","s.n.","1927-08-25",1927,8,25,237,"1927-08-25","","",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","McC., N. V.; C., E. A.","Other Collectors",49,"N",14,"W"
"SUWS011291","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum cilinode",13039,"Michx.","Polygonum","cilinode","","","Cochrane, Theodore S.","Mar 1972","Brashier","s.n.","1964-07-20",1964,7,20,202,"1964-07-20","","In sandy soil along the road.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cherf; Brashier","Brashier",45,"N",8,"W"
"SUWS011292","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum cilinode",13039,"Michx.","Polygonum","cilinode","","","Cochrane, Theodore S.","Mar 1972","Brashier","s.n.","1966-07-27",1966,7,27,208,"1966-07-27","","Woody to open area.",NA,"Bayfield","Lake Owen picnic area",46.30245,-91.22102,NA,1359,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Hjerleid; Brashier","Brashier",44,"N",7,"W"
"SUWS011294","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum cilinode",13039,"Michx.","Polygonum","cilinode","","","Cochrane, Theodore S.","Mar 1972","Brashier","s.n.","1966-07-27",1966,7,27,208,"1966-07-27","","Approximately 15 feet from shore, soil sandy and moist.",NA,"Bayfield","NE shore of Pigeon Lake",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cornell; Brashier","Brashier",45,"N",8,"W"
"SUWS011296","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum cilinode",13039,"Michx.","Polygonum","cilinode","","","Cochrane, Theodore S.","Mar 1972","Walvoord","PL-22","1964-07-09",1964,7,9,191,"1964-07-09","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Walvoord","Other Collectors",45,"N",8,"W"
"SUWS011302","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum lapathifolium",13194,"L.","Polygonum","lapathifolium","","","","","Romans","201b","1964-08-03",1964,8,3,216,"1964-08-03","","In barnyard, near manure heap.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on the James Romans property [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011304","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum lapathifolium",13194,"L.","Polygonum","lapathifolium","","","","","Romans","126c","1964-08-18",1964,8,18,231,"1964-08-18","","Cultivated potato field.",NA,"Douglas","Patzau. On James Romans farm 0.5 mile W of state Hwy 35 on CTH BB, [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011316","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum pensylvanicum",13197,"L.","Polygonum","pensylvanicum","","","","","Brashier","s.n.","1966-08-01",1966,8,1,213,"1966-08-01","","Sandy, moist shore.",NA,"Bayfield","NE shore of Pigeon Lake",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Hjerleid; Brashier","Brashier",45,"N",8,"W"
"SUWS011317","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum pensylvanicum",13197,"L.","Polygonum","pensylvanicum","","","","","Brashier","s.n.","1966-08-01",1966,8,1,213,"1966-08-01","","Sandy, moist shore.",NA,"Bayfield","NE shore of Pigeon Lake",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Cornell; Brashier","Brashier",45,"N",8,"W"
"SUWS011319","Equisetopsida","Caryophyllales","Polygonaceae","Polygonum sagittatum",13199,"L.","Polygonum","sagittatum","","","Cochrane, Theodore S.","Mar 1972","Romans","196a","1964-08-18",1964,8,18,231,"1964-08-18","","Brushy, wet ditchside bordering road.",NA,"Douglas","Patzau. 2 miles W of State Hwy 35 on CTH BB [E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011324","Equisetopsida","Caryophyllales","Polygonaceae","Rumex acetosella",4916,"L.","Rumex","acetosella","","","","","Brashier","s.n.","1964-07-15",1964,7,15,197,"1964-07-15","","Roadside, sandy soil.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cherf; Brashier","Brashier",45,"N",8,"W"
"SUWS011325","Equisetopsida","Caryophyllales","Polygonaceae","Rumex acetosella",4916,"L.","Rumex","acetosella","","","","","Brashier","s.n.","1964-06-25",1964,6,25,177,"1964-06-25","","Along the roadside.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Valaskey; Brashier","Brashier",45,"N",8,"W"
"SUWS011328","Equisetopsida","Caryophyllales","Polygonaceae","Rumex acetosella",4916,"L.","Rumex","acetosella","","","","","Romans","14a","1964-06-01",1964,6,1,153,"1964-06-01","","Sandy open pasture area.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on the James Romans farm [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011332","Equisetopsida","Caryophyllales","Polygonaceae","Rumex acetosella",4916,"L.","Rumex","acetosella","","","","","Brashier","s.n.","1964-06-30",1964,6,30,182,"1964-06-30","","In a bog near the lake.",NA,"Bayfield","Drummond",46.33689,-91.25797,NA,6377,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Muller; Brashier","Brashier",45,"N",7,"W"
"SUWS011333","Equisetopsida","Caryophyllales","Polygonaceae","Rumex acetosella",4916,"L.","Rumex","acetosella","","","","","Brashier","s.n.","1966-07-02",1966,7,2,183,"1966-07-02","","Soil sandy with sawdust; ground cover sparse.",NA,"Bayfield","Drummond. NE edge of factory district of Drummond",46.33689,-91.25797,NA,6377,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cornell; Brashier","Brashier",45,"N",7,"W"
"SUWS011335","Equisetopsida","Caryophyllales","Polygonaceae","Rumex crispus",4918,"L.","Rumex","crispus","","","","","Brashier","s.n.","1943-08-02",1943,8,2,214,"1943-08-02","","In a rubbish pile in an open field.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Hicks, James; Brashier","Brashier",49,"N",14,"W"
"SUWS011336","Equisetopsida","Caryophyllales","Polygonaceae","Rumex crispus",4918,"L.","Rumex","crispus","","","","","Grage","PL-123","1964-07-04",1964,7,4,186,"1964-07-04","","Sandy soil.",NA,"Bayfield","Grand View",46.36745,-91.10825,NA,7936,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Grage","Other Collectors",45,"N",6,"W"
"SUWS011337","Equisetopsida","Caryophyllales","Polygonaceae","Rumex crispus",4918,"L.","Rumex","crispus","","","","","Romans","131a","1964-08-19",1964,8,19,232,"1964-08-19","","Moist ditch.",NA,"Douglas","Superior. On campus of Univ. of Wisconsin - Superior, near the student center",46.71784,-92.08786,NA,699,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Brashier; Romans","Romans",49,"N",14,"W"
"SUWS011349","Equisetopsida","Malvales","Malvaceae","Tilia americana var. americana",6915,"","Tilia","americana","americana","var.","","","Janowski","PL-172","1964-07-21",1964,7,21,203,"1964-07-21","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Janowski","Other Collectors",45,"N",8,"W"
"SUWS011351","Equisetopsida","Malvales","Malvaceae","Tilia americana var. americana",6915,"","Tilia","americana","americana","var.","","","Smith","PL-173","1964-07-22",1964,7,22,204,"1964-07-22","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Smith","Other Collectors",45,"N",8,"W"
"SUWS011366","Equisetopsida","Malvales","Malvaceae","Malva neglecta",4191,"Wallr.","Malva","neglecta","","","","","Romans","277a","1964-06-16",1964,6,16,168,"1964-06-16","","Sand, open area.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",45,"N",8,"W"
"SUWS011367","Equisetopsida","Malvales","Malvaceae","Malva neglecta",4191,"Wallr.","Malva","neglecta","","","","","Cherf","PL-76","1964-07-25",1964,7,25,207,"1964-07-25","","Parking lot - sandy soil.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Cherf","Other Collectors",45,"N",8,"W"
"SUWS011368","Equisetopsida","Malvales","Malvaceae","Malva neglecta",4191,"Wallr.","Malva","neglecta","","","","","Valaskey","PL-75","1964-07-23",1964,7,23,205,"1964-07-23","","Next to parking lot of station.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Valaskey","Other Collectors",45,"N",8,"W"
"SUWS011385","Equisetopsida","Malpighiales","Violaceae","Viola labradorica",5391,"Schrank","Viola","labradorica","","","","","Romans","s.n.","1965-06-07",1965,6,7,158,"1965-06-07","","Rich wooded area.",NA,"Douglas","Foxboro. 3 miles N of CTH B on the Pelkey Road near Foxboro",46.49696,-92.25905,NA,886,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011386","Equisetopsida","Malpighiales","Violaceae","Viola labradorica",5391,"Schrank","Viola","labradorica","","","","","Romans","s.n.","1965-05-22",1965,5,22,142,"1965-05-22","","River bottom, clay soil. Collected 1 month after area was flooded.",NA,"Douglas","Superior. 3 miles S of Superior on State Hwy 35 on the Ralph Law property, near the Nemadji River",46.65497,-92.10442,NA,4161,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Brashier; Romans","Romans",48,"N",14,"W"
"SUWS011387","Equisetopsida","Malpighiales","Violaceae","Viola labradorica",5391,"Schrank","Viola","labradorica","","","","","Romans","s.n.","1965-05-22",1965,5,22,142,"1965-05-22","","River bottom, clay soil. Specimen collected 1 month after area was flooded.",NA,"Douglas","Superior. 3 miles S of Superior on State Hwy 35 on the Ralph Law property, near the Nemadji River",46.65497,-92.10442,NA,4161,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Brashier; Romans","Romans",48,"N",14,"W"
"SUWS011388","Equisetopsida","Malpighiales","Violaceae","Viola cucullata",5390,"Aiton","Viola","cucullata","","","","","Romans","84c","1964-06-01",1964,6,1,153,"1964-06-01","","Cold swampy area in shade of tag alder brush.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB, on the James Romans farm [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011389","Equisetopsida","Malpighiales","Violaceae","Viola cucullata",5390,"Aiton","Viola","cucullata","","","","","Romans","84a","1964-06-01",1964,6,1,153,"1964-06-01","","Cold swampy area in shade of tag alder brush.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on the James Romans farm [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011391","Equisetopsida","Malpighiales","Violaceae","Viola lanceolata var. lanceolata",6942,"","Viola","lanceolata","lanceolata","var.","","","Romans","s.n.","1965-06-08",1965,6,8,159,"1965-06-08","","On lake shore near conservation builidings, sand.",NA,"Douglas","Solon Springs. Solon Springs Wildlife Sanctuary",46.35327,-91.82241,NA,4012,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",45,"N",12,"W"
"SUWS011393","Equisetopsida","Malpighiales","Violaceae","Viola canadensis",5389,"L.","Viola","canadensis","","","Cochrane, Theodore S.","25Jan2010","Romans","s.n.","1965-05-22",1965,5,22,142,"1965-05-22","","Clay soil, river bottom. Collected 1 month after area was flooded.",NA,"Douglas","Superior. 3 miles S of Superior on State Hwy 35 on the Ralph Law property, near the Nemadji River",46.65497,-92.10442,NA,4161,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Brashier; Romans","Romans",48,"N",14,"W"
"SUWS011401","Equisetopsida","Malpighiales","Violaceae","Viola pubescens",5399,"Aiton","Viola","pubescens","","","","","Romans","s.n.","1965-05-22",1965,5,22,142,"1965-05-22","","River bottom, clay soil. Collected 1 month after area was flooded.",NA,"Douglas","Superior. 3 miles S of Superior on State Hwy 35 on the Ralph Law property, near the Nemadji River",46.65497,-92.10442,NA,4161,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Brashier; Romans","Romans",48,"N",14,"W"
"SUWS011410","Equisetopsida","Malpighiales","Violaceae","Viola pedata",5397,"L.","Viola","pedata","","","","","Romans","3b","1964-06-01",1964,6,1,153,"1964-06-01","","Open, sandy area bordering the highway.",NA,"Burnett","Danbury. 3 miles S of Danbury, at the jct. of old 35 Rd., and State Hwy 35",45.96741,-92.36349,NA,150,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",40,"N",16,"W"
"SUWS011411","Equisetopsida","Malpighiales","Violaceae","Viola pedata",5397,"L.","Viola","pedata","","","","","Romans","3a","1964-06-01",1964,6,1,153,"1964-06-01","","Open, sandy area bordering the highway.",NA,"Burnett","Danbury. 3 miles S of Danbury, at the jct. of old 35 Rd., and State Hwy 35",45.96741,-92.36349,NA,150,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",40,"N",16,"W"
"SUWS011415","Equisetopsida","Malpighiales","Violaceae","Viola macloskeyi subsp. pallens",6943,"(Banks ex Ging.) M.S.Baker","Viola","macloskeyi","pallens","subsp.","","","Romans","12b","1964-06-01",1964,6,1,153,"1964-06-01","","Moist area with dark black soil.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on the James Romans property [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011421","Equisetopsida","Malpighiales","Violaceae","Viola sororia",5404,"Willd.","Viola","sororia","","","","","Romans","s.n.","1965-06-07",1965,6,7,158,"1965-06-07","","Roadside in sand; near bog.",NA,"Douglas","Patzau. 0.5 mile W State Hwy 35 on CTH BB on the James Romans property [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011423","Equisetopsida","Malpighiales","Violaceae","Viola sororia",5404,"Willd.","Viola","sororia","","","","","Romans","s.n.","1965-06-07",1965,6,7,158,"1965-06-07","","Roadside in sand, near bog.",NA,"Douglas","Patzau. 0.5 mile W State Hwy 35 on CTH BB on the James Romans property [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011424","Equisetopsida","Malpighiales","Violaceae","Viola sororia",5404,"Willd.","Viola","sororia","","","","","Romans","s.n.","1965-06-10",1965,6,10,161,"1965-06-10","","In forest path in virgin white pine forest; shaded.",NA,"Bayfield","Drummond. 2.5 miles N of Drummond on Hwy 63",46.3456,-91.19926,NA,3287,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",45,"N",7,"W"
