"catalogNumber","t_num","t_dir","r_num","r_dir"
"SUWS013142",48,"N",14,"W"
"SUWS013146",48,"N",14,"W"
"SUWS013148",49,"N",14,"W"
"SUWS013548",37,"N",8,"E"
"SUWS013552",49,"N",14,"W"
"SUWS013553",49,"N",14,"W"
"SUWS013555",49,"N",14,"W"
"SUWS013559",49,"N",14,"W"
"SUWS013563",49,"N",14,"W"
"SUWS013566",49,"N",14,"W"
"SUWS013572",49,"N",14,"W"
"SUWS013574",49,"N",14,"W"
"SUWS013579",39,"N",18,"W"
"SUWS013584",49,"N",14,"W"
"SUWS013745",48,"N",14,"W"
"SUWS013746",48,"N",14,"W"
"SUWS013747",48,"N",13,"W"
"SUWS013749",48,"N",13,"W"
"SUWS013752",48,"N",13,"W"
"SUWS013753",48,"N",13,"W"
"SUWS013754",48,"N",13,"W"
"SUWS013755",49,"N",14,"W"
"SUWS013758",48,"N",14,"W"
"SUWS013759",49,"N",14,"W"
"SUWS013760",48,"N",13,"W"
"SUWS013761",48,"N",13,"W"
"SUWS013762",48,"N",13,"W"
"SUWS013765",48,"N",13,"W"
"SUWS013767",48,"N",13,"W"
"SUWS013768",48,"N",14,"W"
"SUWS013769",48,"N",13,"W"
"SUWS013859",48,"N",13,"W"
"SUWS013875",49,"N",14,"W"
"SUWS013893",49,"N",14,"W"
"SUWS013896",49,"N",14,"W"
"SUWS013897",48,"N",13,"W"
"SUWS013898",48,"N",13,"W"
"SUWS013929",47,"N",11,"W"
"SUWS013940",46,"N",15,"W"
"SUWS013942",46,"N",15,"W"
"SUWS013943",49,"N",14,"W"
"SUWS013949",49,"N",14,"W"
"SUWS013950",50,"N",2,"W"
"SUWS013951",48,"N",13,"W"
"SUWS013959",47,"N",11,"W"
"SUWS013961",47,"N",11,"W"
"SUWS013963",47,"N",10,"W"
"SUWS013965",48,"N",13,"W"
"SUWS013970",49,"N",14,"W"
"SUWS013971A",42,"N",14,"W"
"SUWS013972b",49,"N",13,"W"
"SUWS013989",49,"N",14,"W"
"SUWS013996",49,"N",12,"W"
"SUWS014002",46,"N",11,"W"
"SUWS014003",46,"N",11,"W"
"SUWS014005",46,"N",11,"W"
"SUWS014006",46,"N",11,"W"
"SUWS014008",47,"N",10,"W"
"SUWS014009",47,"N",10,"W"
"SUWS014013",47,"N",11,"W"
"SUWS014014",47,"N",11,"W"
"SUWS014015",49,"N",14,"W"
"SUWS014018",48,"N",14,"W"
"SUWS014021",49,"N",13,"W"
"SUWS014074",15,"N",7,"W"
"SUWS014075",16,"N",7,"W"
"SUWS014106",46,"N",15,"W"
"SUWS014107",52,"N",2,"W"
"SUWS014130",15,"N",5,"W"
"SUWS014134",19,"N",9,"W"
"SUWS014137",15,"N",5,"W"
"SUWS014141",17,"N",3,"W"
"SUWS014190",33,"N",10,"W"
"SUWS014195",46,"N",10,"W"
"SUWS014198",46,"N",15,"W"
"SUWS014207",49,"N",14,"W"
"SUWS014211",49,"N",14,"W"
"SUWS014215",49,"N",14,"W"
"SUWS014219",46,"N",14,"W"
"SUWS014226",46,"N",15,"W"
"SUWS014233",16,"N",7,"W"
"SUWS014235",46,"N",15,"W"
"SUWS014238",47,"N",11,"W"
"SUWS014239",46,"N",7,"W"
"SUWS014240",46,"N",15,"W"
"SUWS014245",46,"N",13,"W"
"SUWS014246",40,"N",16,"W"
"SUWS014252",44,"N",8,"W"
"SUWS014253",29,"N",19,"W"
"SUWS014256",45,"N",7,"W"
"SUWS014257",45,"N",8,"W"
"SUWS014258",48,"N",14,"W"
"SUWS014283",44,"N",8,"W"
"SUWS014284",44,"N",8,"W"
"SUWS014285",45,"N",7,"W"
"SUWS014288",45,"N",8,"W"
"SUWS014292",45,"N",8,"W"
"SUWS014296",31,"N",19,"W"
"SUWS014303",49,"N",11,"W"
"SUWS014309",48,"N",14,"W"
"SUWS014310",48,"N",13,"W"
"SUWS014328",43,"N",7,"W"
"SUWS014329",45,"N",7,"W"
"SUWS014330",46,"N",5,"W"
"SUWS014331",40,"N",16,"W"
"SUWS014334",25,"N",6,"W"
"SUWS014335",45,"N",7,"W"
"SUWS014336",45,"N",8,"W"
"SUWS014338",29,"N",19,"W"
"SUWS014340",45,"N",8,"W"
"SUWS014341",44,"N",8,"W"
"SUWS014344",1,"N",23,"E"
"SUWS014348",48,"N",14,"W"
"SUWS014349",48,"N",13,"W"
"SUWS014362",45,"N",7,"W"
"SUWS014363",33,"N",10,"W"
"SUWS014364",47,"N",13,"W"
"SUWS014368",40,"N",16,"W"
"SUWS014372",47,"N",11,"W"
"SUWS014379",8,"N",3,"E"
"SUWS014386",17,"N",5,"W"
"SUWS014389",48,"N",8,"W"
"SUWS014393",46,"N",15,"W"
"SUWS014397",47,"N",13,"W"
"SUWS014402",43,"N",7,"W"
"SUWS014403",49,"N",14,"W"
"SUWS014429",33,"N",19,"W"
"SUWS014432",49,"N",13,"W"
"SUWS014433",49,"N",14,"W"
"SUWS014434",49,"N",14,"W"
"SUWS014436",49,"N",14,"W"
"SUWS014437",49,"N",14,"W"
"SUWS014452",48,"N",13,"W"
"SUWS014455",49,"N",14,"W"
"SUWS014456",48,"N",14,"W"
"SUWS014491",49,"N",14,"W"
"SUWS014492",49,"N",14,"W"
"SUWS014494",49,"N",14,"W"
"SUWS014502",49,"N",14,"W"
"SUWS014503",49,"N",14,"W"
"SUWS014505",49,"N",14,"W"
"SUWS014524",48,"N",14,"W"
"SUWS014526",46,"N",12,"W"
"SUWS014546",49,"N",14,"W"
"SUWS014564",49,"N",14,"W"
"SUWS014569",49,"N",14,"W"
"SUWS014570",49,"N",14,"W"
"SUWS014571",49,"N",14,"W"
"SUWS014572",49,"N",14,"W"
"SUWS014575",46,"N",12,"W"
"SUWS014588",46,"N",12,"W"
"SUWS014589",49,"N",14,"W"
"SUWS014670",49,"N",14,"W"
"SUWS014674",49,"N",14,"W"
"SUWS014735",49,"N",14,"W"
"SUWS014808",48,"N",4,"W"
"SUWS014809",48,"N",4,"W"
"SUWS014823",49,"N",14,"W"
"SUWS014833",49,"N",14,"W"
"SUWS014841",49,"N",14,"W"
"SUWS014989",48,"N",13,"W"
"SUWS014991",48,"N",4,"W"
"SUWS015000",49,"N",14,"W"
"SUWS015001",45,"N",7,"W"
"SUWS015004",47,"N",11,"W"
"SUWS015005",44,"N",8,"W"
"SUWS015014",44,"N",8,"W"
"SUWS015016",48,"N",12,"W"
"SUWS015017",44,"N",8,"W"
"SUWS015019",47,"N",10,"W"
"SUWS015024",45,"N",8,"W"
"SUWS015025",49,"N",14,"W"
"SUWS015029",44,"N",8,"W"
"SUWS015035",44,"N",8,"W"
"SUWS015048",49,"N",14,"W"
"SUWS015053",47,"N",13,"W"
"SUWS015074",47,"N",11,"W"
"SUWS015185",45,"N",7,"W"
"SUWS015197",45,"N",8,"W"
"SUWS015199",45,"N",8,"W"
"SUWS015215",40,"N",16,"W"
"SUWS015216",46,"N",13,"W"
"SUWS015220",47,"N",8,"W"
"SUWS015224",47,"N",11,"W"
"SUWS015227",49,"N",14,"W"
"SUWS015234",46,"N",10,"W"
"SUWS015239",51,"N",2,"W"
"SUWS015247",46,"N",15,"W"
"SUWS015253",45,"N",8,"W"
"SUWS015254",31,"N",19,"W"
"SUWS015255",31,"N",19,"W"
"SUWS015259",38,"N",16,"W"
"SUWS015265",45,"N",8,"W"
"SUWS015278",41,"N",16,"W"
"SUWS015279",44,"N",9,"W"
"SUWS015281",44,"N",2,"W"
"SUWS015285",44,"N",7,"W"
"SUWS015286",47,"N",10,"W"
"SUWS015290",43,"N",7,"W"
"SUWS015293",44,"N",8,"W"
"SUWS015302",45,"N",12,"W"
"SUWS015314",44,"N",11,"W"
"SUWS015315",31,"N",19,"W"
"SUWS015317",44,"N",11,"W"
"SUWS015318",49,"N",14,"W"
"SUWS015322",48,"N",14,"W"
"SUWS015323",47,"N",13,"W"
"SUWS015333",26,"N",17,"W"
"SUWS015340",49,"N",14,"W"
"SUWS015341",49,"N",14,"W"
"SUWS015343",48,"N",14,"W"
"SUWS015347",49,"N",14,"W"
"SUWS015367",44,"N",8,"W"
"SUWS015369",51,"N",1,"W"
"SUWS015370",33,"N",19,"W"
"SUWS015376",43,"N",7,"W"
"SUWS015382",46,"N",15,"W"
"SUWS015388",43,"N",7,"W"
"SUWS015397",46,"N",15,"W"
"SUWS015407",49,"N",13,"W"
"SUWS015411",48,"N",13,"W"
"SUWS015413",49,"N",14,"W"
"SUWS015416",46,"N",15,"W"
"SUWS015417",44,"N",14,"W"
"SUWS015422",48,"N",13,"W"
"SUWS015426",46,"N",15,"W"
"SUWS015438",46,"N",15,"W"
"SUWS015441",47,"N",13,"W"
"SUWS015464",46,"N",10,"W"
"SUWS015467",41,"N",16,"W"
"SUWS015472",49,"N",14,"W"
"SUWS015473",49,"N",14,"W"
"SUWS015484",46,"N",15,"W"
"SUWS015487",46,"N",15,"W"
"SUWS015494",48,"N",10,"W"
"SUWS015499",47,"N",10,"W"
"SUWS015501",41,"N",16,"W"
"SUWS015502",41,"N",16,"W"
"SUWS015509",18,"N",23,"E"
"SUWS015512",44,"N",7,"W"
"SUWS015513",29,"N",19,"W"
"SUWS015514",46,"N",14,"W"
"SUWS015525",49,"N",13,"W"
"SUWS015529",47,"N",10,"W"
"SUWS015533",47,"N",10,"W"
"SUWS015534",49,"N",10,"W"
"SUWS015538",47,"N",11,"W"
"SUWS015552",49,"N",14,"W"
"SUWS015570",32,"N",10,"W"
"SUWS015587",47,"N",8,"W"
"SUWS015608",11,"N",2,"W"
"SUWS015613",42,"N",2,"W"
"SUWS015614",18,"N",9,"W"
"SUWS015619",15,"N",4,"W"
"SUWS015630",17,"N",3,"W"
"SUWS015636",17,"N",3,"W"
"SUWS015637",42,"N",2,"W"
"SUWS015640",15,"N",4,"W"
"SUWS015644",15,"N",7,"W"
"SUWS015659",15,"N",7,"W"
"SUWS015660",15,"N",7,"W"
"SUWS015670",42,"N",2,"W"
"SUWS015673",18,"N",9,"W"
"SUWS015677",18,"N",9,"W"
"SUWS015682",16,"N",6,"W"
"SUWS015688",42,"N",2,"W"
"SUWS015689",18,"N",9,"W"
"SUWS015690",18,"N",9,"W"
"SUWS015691",45,"N",8,"W"
"SUWS015693",45,"N",8,"W"
"SUWS015706",49,"N",14,"W"
"SUWS015714",17,"N",3,"W"
"SUWS015716",15,"N",7,"W"
"SUWS015729",17,"N",3,"W"
"SUWS015738",42,"N",2,"W"
"SUWS015739",45,"N",8,"W"
"SUWS015746",46,"N",15,"W"
"SUWS015751",46,"N",15,"W"
"SUWS015760",49,"N",14,"W"
"SUWS015765",15,"N",5,"W"
"SUWS015781",19,"N",6,"E"
"SUWS015798",49,"N",14,"W"
"SUWS015811",49,"N",13,"W"
"SUWS015844",49,"N",14,"W"
"SUWS015848",3,"N",19,"E"
"SUWS015850",13,"N",2,"W"
"SUWS015863",49,"N",14,"W"
"SUWS015876",17,"N",2,"W"
"SUWS015931",17,"N",5,"W"
"SUWS015943",49,"N",14,"W"
"SUWS015955",46,"N",10,"W"
"SUWS015961",47,"N",10,"W"
"SUWS015963",46,"N",14,"W"
"SUWS015965",17,"N",4,"W"
"SUWS015971",46,"N",14,"W"
"SUWS015988",14,"N",2,"E"
"SUWS015992",47,"N",10,"W"
"SUWS015994",47,"N",10,"W"
"SUWS016007",49,"N",14,"W"
"SUWS016010",47,"N",2,"W"
"SUWS016012",46,"N",15,"W"
"SUWS016020",46,"N",10,"W"
"SUWS016021",49,"N",14,"W"
"SUWS016022",18,"N",23,"E"
"SUWS0160224",18,"N",16,"E"
"SUWS016024",18,"N",16,"E"
"SUWS016027",48,"N",13,"W"
"SUWS016028",15,"N",5,"W"
"SUWS016029",15,"N",5,"W"
"SUWS016040",45,"N",8,"W"
"SUWS016045",49,"N",12,"W"
"SUWS016048",48,"N",14,"W"
"SUWS016053",49,"N",14,"W"
"SUWS016056",49,"N",14,"W"
"SUWS016062",43,"N",7,"W"
"SUWS016077",46,"N",14,"W"
"SUWS016079",47,"N",14,"W"
"SUWS016081",45,"N",8,"W"
"SUWS016087",49,"N",14,"W"
"SUWS016088",41,"N",16,"W"
"SUWS016097",49,"N",14,"W"
"SUWS016098",40,"N",16,"W"
"SUWS016108",52,"N",2,"W"
"SUWS016111",50,"N",8,"W"
"SUWS016119",46,"N",15,"W"
"SUWS016120",52,"N",2,"W"
"SUWS016128",49,"N",14,"W"
"SUWS016131",37,"N",20,"E"
"SUWS016136",26,"N",17,"W"
"SUWS016139",47,"N",11,"W"
"SUWS016140",47,"N",10,"W"
"SUWS016144",46,"N",15,"W"
"SUWS016145",46,"N",11,"W"
"SUWS016146",46,"N",8,"W"
"SUWS016151",45,"N",12,"W"
"SUWS016154",46,"N",15,"W"
"SUWS016155",46,"N",15,"W"
"SUWS016163",48,"N",14,"W"
"SUWS016164",48,"N",14,"W"
"SUWS016165",48,"N",14,"W"
"SUWS016166",15,"N",4,"W"
"SUWS016167",15,"N",4,"W"
"SUWS016179",49,"N",14,"W"
"SUWS016183",49,"N",14,"W"
"SUWS016189",45,"N",8,"W"
"SUWS016191",45,"N",8,"W"
"SUWS016192",49,"N",14,"W"
"SUWS016193",45,"N",8,"W"
"SUWS016196",49,"N",14,"W"
"SUWS016206",49,"N",14,"W"
"SUWS016210",18,"N",9,"W"
"SUWS016212",49,"N",14,"W"
"SUWS016214",45,"N",8,"W"
"SUWS016215",49,"N",14,"W"
"SUWS016221",33,"N",19,"W"
"SUWS016229",18,"N",9,"W"
"SUWS016239",46,"N",15,"W"
"SUWS016243",46,"N",15,"W"
"SUWS016247",52,"N",2,"W"
"SUWS016256",46,"N",12,"W"
"SUWS016257",27,"N",26,"E"
"SUWS016258",46,"N",10,"W"
"SUWS016260",45,"N",8,"W"
"SUWS016263",46,"N",15,"W"
"SUWS016266",46,"N",10,"W"
"SUWS016297",45,"N",8,"W"
"SUWS016298",45,"N",7,"W"
"SUWS016547",49,"N",14,"W"
"SUWS016548",49,"N",14,"W"
"SUWS016549",49,"N",14,"W"
"SUWS016550",49,"N",14,"W"
"SUWS016551",49,"N",14,"W"
"SUWS016552",49,"N",14,"W"
"SUWS016553",49,"N",14,"W"
"SUWS016554",49,"N",14,"W"
"SUWS016555",49,"N",14,"W"
"SUWS016556",49,"N",14,"W"
"SUWS016596",48,"N",14,"W"
"SUWS016597",49,"N",14,"W"
"SUWS016598",48,"N",14,"W"
"SUWS016602",47,"N",14,"W"
"SUWS016603",47,"N",14,"W"
"SUWS016604",49,"N",14,"W"
"SUWS016605",49,"N",14,"W"
"SUWS016610",49,"N",14,"W"
"SUWS016611",48,"N",14,"W"
"SUWS016627",49,"N",14,"W"
"SUWS016643",49,"N",14,"W"
"SUWS016650",49,"N",14,"W"
"SUWS016651",49,"N",14,"W"
"SUWS016653",49,"N",14,"W"
"SUWS016657",49,"N",14,"W"
"SUWS016658",49,"N",14,"W"
"SUWS016659",49,"N",14,"W"
"SUWS016660",49,"N",14,"W"
"SUWS016662",49,"N",14,"W"
"SUWS016666",49,"N",14,"W"
"SUWS016672",49,"N",14,"W"
"SUWS016673",49,"N",14,"W"
"SUWS016674",49,"N",14,"W"
"SUWS016695",49,"N",14,"W"
"SUWS016696",49,"N",14,"W"
"SUWS016698",49,"N",14,"W"
"SUWS016700",49,"N",14,"W"
"SUWS016707",49,"N",14,"W"
"SUWS016718",52,"N",2,"W"
"SUWS016719",50,"N",4,"W"
"SUWS016720",52,"N",2,"W"
"SUWS016721",52,"N",2,"W"
"SUWS016722",52,"N",2,"W"
"SUWS016723",52,"N",2,"W"
"SUWS016724",46,"N",12,"W"
"SUWS016731",42,"N",5,"E"
"SUWS016732",42,"N",5,"E"
"SUWS016733",42,"N",5,"E"
"SUWS016734",33,"N",10,"E"
"SUWS016735",33,"N",10,"E"
"SUWS016736",33,"N",10,"E"
"SUWS016755",33,"N",10,"E"
"SUWS016764",21,"N",22,"E"
"SUWS016766",33,"N",10,"E"
"SUWS016767",42,"N",5,"E"
"SUWS016768",33,"N",10,"E"
"SUWS016769",33,"N",10,"E"
"SUWS016770",33,"N",10,"E"
"SUWS016772",49,"N",14,"W"
"SUWS016777",34,"N",13,"E"
"SUWS016778",34,"N",13,"E"
"SUWS016787",34,"N",13,"E"
"SUWS016788",34,"N",13,"E"
"SUWS016827",33,"N",10,"E"
"SUWS016935",49,"N",14,"W"
"SUWS016936",49,"N",14,"W"
"SUWS017025",48,"N",14,"W"
"SUWS017082",47,"N",14,"W"
"SUWS017083",46,"N",14,"W"
"SUWS017085",49,"N",14,"W"
"SUWS017086",47,"N",14,"W"
"SUWS017088",46,"N",14,"W"
"SUWS017090",38,"N",2,"W"
"SUWS017091",49,"N",14,"W"
"SUWS017092",47,"N",14,"W"
"SUWS017094",46,"N",14,"W"
"SUWS017095",38,"N",2,"W"
"SUWS017096",49,"N",14,"W"
"SUWS017097",47,"N",14,"W"
"SUWS017099",38,"N",1,"E"
"SUWS017100",47,"N",14,"W"
"SUWS017101",46,"N",13,"W"
"SUWS017102",38,"N",1,"E"
"SUWS017103",49,"N",14,"W"
"SUWS017104",47,"N",14,"W"
"SUWS017105",46,"N",13,"W"
"SUWS017106",41,"N",1,"W"
"SUWS017107",38,"N",2,"W"
"SUWS017116",40,"N",16,"W"
"SUWS017117",41,"N",15,"W"
"SUWS017118",41,"N",15,"W"
"SUWS017119",41,"N",15,"W"
"SUWS017120",41,"N",15,"W"
"SUWS017121",42,"N",14,"W"
"SUWS017122",42,"N",14,"W"
"SUWS017123",42,"N",14,"W"
